Player,Birth Date
Josh Reaves,June 4 1997
Željko Rebra?a,April 9 1972
Eldridge Recasner,December 14 1967
Michael Redd,August 24 1979
Cam Reddish,September 1 1999
Frank Reddout,March 4 1931
J.J. Redick,June 24 1984
Marlon Redmond,April 15 1955
Davon Reed,June 11 1995
Hub Reed,October 4 1936
Justin Reed,January 16 1982
Paul Reed,June 14 1999
Ron Reed,November 2 1942
Willie Reed,May 16 1990
Willis Reed*,June 25 1942
Bryant Reeves,June 8 1973
Khalid Reeves,July 15 1972
Richie Regan,November 30 1930
Don Rehfeldt,January 7 1927
Billy Reid,September 10 1957
Don Reid,December 30 1973
J.R. Reid,March 31 1968
Jim Reid,August 3 1945
Naz Reid,August 26 1999
Robert Reid,August 30 1955
Ryan Reid,October 30 1986
Jared Reiner,April 8 1982
Chick Reiser,December 17 1914
Richard Rellford,February 16 1964
Terrence Rencher,February 19 1973
John Rennicke,August 11 1929
Bob Rensberger,March 7 1921
Efthimios Rentzias,January 11 1976
Shawn Respert,February 6 1972
Kevin Restani,December 23 1951
Cameron Reynolds,February 7 1995
George Reynolds,November 23 1947
Jerry Reynolds,December 23 1962
Kendall Rhine,February 13 1943
Gene Rhodes,September 2 1927
Rodrick Rhodes,September 24 1973
Glen Rice,May 28 1967
Glen Rice Jr.,January 1 1991
Chris Richard,December 25 1984
Nick Richards,November 29 1997
Clint Richardson,August 7 1956
Jason Richardson,January 20 1981
Jeremy Richardson,February 11 1984
Josh Richardson,September 15 1993
Malachi Richardson,January 5 1996
Micheal Ray Richardson,April 11 1955
Norm Richardson,July 24 1979
Pooh Richardson,May 14 1966
Quentin Richardson,April 13 1980
Mitch Richmond*,June 30 1965
John Richter,March 12 1937
Dick Ricketts,December 4 1933
Isaiah Rider,March 12 1971
Jackie Ridgle,February 13 1948
Luke Ridnour,February 13 1981
Mel Riebe,July 12 1916
Bob Riedy,August 26 1945
Jim Riffey,December 14 1923
Antoine Rigaudeau,December 17 1971
Tom Riker,February 28 1950
Bob Riley,July 6 1948
Eric Riley,June 2 1970
Pat Riley*,March 20 1945
Ron Riley,November 11 1950
Grant Riller,February 8 1997
Rich Rinaldi,August 3 1949
Mike Riordan,July 9 1945
Arnie Risen*,October 9 1924
Tex Ritter,February 26 1924
Ramón Rivas,June 3 1966
Austin Rivers,August 1 1992
David Rivers,January 20 1965
Doc Rivers,October 13 1961
Lee Robbins,February 11 1922
Red Robbins,September 30 1944
Andre Roberson,December 4 1991
Anthony Roberson,February 14 1983
Rick Roberson,July 7 1947
Terrance Roberson,December 30 1976
Anthony Roberts,April 15 1955
Bill Roberts,March 13 1925
Brian Roberts,December 3 1985
Fred Roberts,August 14 1960
Joe Roberts,May 18 1936
Lawrence Roberts,October 20 1982
Marv Roberts,January 29 1950
Stanley Roberts,February 7 1970
Alvin Robertson,July 22 1962
Oscar Robertson*,November 24 1938
Ryan Robertson,October 2 1976
Tony Robertson,January 1 1956
Rick Robey,January 30 1956
Bernard Robinson,December 26 1980
Chris Robinson,April 2 1974
Cliff Robinson,March 13 1960
Clifford Robinson,December 16 1966
David Robinson*,August 6 1965
Devin Robinson,March 7 1995
Duncan Robinson,April 22 1994
Eddie Robinson,April 19 1976
Flynn Robinson,April 28 1941
Glenn Robinson,January 10 1973
Glenn Robinson III,January 8 1994
Jackie Robinson,May 20 1955
Jamal Robinson,December 27 1973
James Robinson,August 31 1970
Jerome Robinson,February 22 1997
Justin Robinson,October 12 1997
Larry Robinson,January 11 1968
Mitchell Robinson,April 1 1998
Nate Robinson,May 31 1984
Oliver Robinson,March 13 1960
Ronnie Robinson,March 9 1951
Rumeal Robinson,November 13 1966
Samuel Robinson,January 1 1948
Thomas Robinson,March 17 1991
Truck Robinson,October 4 1951
Wayne Robinson,April 19 1958
Wilbert Robinson,December 25 1949
Jeremiah Robinson-Earl,November 3 2000
Bill Robinzine,January 20 1953
Dave Robisch,December 22 1949
Isaiah Roby,February 3 1998
Red Rocha,September 18 1923
John Roche,September 26 1949
Gene Rock,November 4 1921
Jack Rocker,August 12 1922
Guy Rodgers*,September 1 1935
Dennis Rodman*,May 13 1961
Sergio Rodríguez,June 12 1986
Lou Roe,July 14 1972
Carlos Rogers,February 6 1971
Harry Rogers,December 31 1950
Johnny Rogers,December 30 1963
Marshall Rogers,August 27 1953
Rodney Rogers,June 20 1971
Roy Rogers,August 19 1973
Willie Rogers,September 11 1945
Al Roges,October 25 1930
Ken Rohloff,April 18 1939
Kenny Rollins,September 14 1923
Phil Rollins,January 19 1934
Tree Rollins,June 16 1955
Lorenzo Romar,November 13 1958
Rajon Rondo,February 22 1986
Jerry Rook,October 27 1943
Sean Rooks,September 9 1969
Derrick Rose,October 4 1988
Jalen Rose,January 30 1973
Malik Rose,November 23 1974
Rob Rose,December 27 1964
Petey Rosenberg,April 7 1918
Lennie Rosenbluth,January 22 1933
Hank Rosenstein,June 16 1920
Dick Rosenthal,January 20 1930
Quinton Ross,April 30 1981
Terrence Ross,February 5 1991
Doug Roth,August 24 1967
Scott Roth,June 3 1963
Irv Rothenberg,December 31 1921
Mickey Rottner,March 23 1919
Dan Roundfield,May 26 1953
Giff Roux,June 28 1923
Ron Rowan,April 23 1962
Curtis Rowe,July 2 1949
Jim Rowinski,January 4 1961
Derrick Rowland,June 21 1959
Brian Rowsom,October 23 1965
Brandon Roy,July 23 1984
Donald Royal,May 22 1966
Reggie Royals,September 18 1950
Bob Royer,October 15 1927
Clifford Rozier,October 31 1972
Terry Rozier,March 17 1994
Ricky Rubio,October 21 1990
Guy Rucker,July 27 1977
Delaney Rudd,November 8 1962
John Rudd,August 7 1955
Damjan Rudež,June 17 1986
John Rudometkin,June 6 1940
Michael Ruffin,January 21 1977
Trevor Ruffin,September 26 1970
Paul Ruffner,October 15 1948
Joe Ruklick,August 3 1938
Jeff Ruland,December 16 1958
Bob Rule,June 29 1944
Jerry Rullo,June 23 1923
Stefano Rusconi,October 2 1968
Brandon Rush,July 7 1985
Kareem Rush,October 30 1980
Bill Russell*,February 12 1934
Bryon Russell,December 31 1970
Campy Russell,January 12 1952
Cazzie Russell,June 7 1944
D'Angelo Russell,February 23 1996
Frank Russell,April 17 1949
Pierre Russell,December 13 1949
Rubin Russell,November 7 1944
Walker Russell,October 26 1960
Walker Russell,October 6 1982
Arvydas Sabonis*,December 19 1964
Domantas Sabonis,May 3 1996
Robert Sacre,June 6 1989
Ed Sadowski,July 11 1917
Kenny Sailors,January 14 1921
John Salley,May 16 1964
John Salmons,December 12 1979
Al Salvadori,May 6 1945
Kevin Salvadori,December 30 1970
Soumaila Samake,March 18 1978
Luka Šamani?,January 9 2000
Cheikh Samb,October 22 1984
Brandon Sampson,May 1 1997
JaKarr Sampson,March 20 1993
Jamal Sampson,May 15 1983
Ralph Sampson*,July 7 1960
Samardo Samuels,January 9 1989
Pepe Sánchez,May 8 1977
Al Sanders,January 1 1950
Frankie Sanders,January 23 1957
Jeff Sanders,January 14 1966
Larry Sanders,November 21 1988
Melvin Sanders,January 3 1981
Mike Sanders,May 7 1960
Tom Sanders*,November 8 1938
Ron Sanford,June 11 1946
Daniel Santiago,June 24 1976
Bob Santini,February 17 1935
Wayne Sappleton,November 17 1960
Dario Šari?,April 8 1994
Olivier Sarr,February 20 1999
Jason Sasser,January 13 1974
Jeryl Sasser,February 13 1979
Tomáš Satoranský,October 30 1991
Kenny Satterfield,April 10 1981
Pep Saul,February 16 1924
Woody Sauldsberry,July 11 1934
Glynn Saulters,February 10 1945
Fred Saunders,June 13 1951
Don Savage,April 9 1928
Predrag Savovi?,May 21 1976
Alan Sawyer,January 1 1928
Brian Scalabrine,March 18 1978
Alex Scales,July 3 1978
DeWayne Scales,December 28 1958
Frank Schade,January 22 1950
Ben Schadler,March 9 1924
Herm Schaefer,December 20 1918
Billy Schaeffer,December 11 1951
Bob Schafer,March 29 1933
Jordan Schakel,June 13 1998
Ben Scharnus,December 11 1917
Marv Schatzman,February 18 1927
Fred Schaus,June 30 1925
Danny Schayes,May 10 1959
Dolph Schayes*,May 19 1928
Ossie Schectman,March 30 1919
Steve Scheffler,September 3 1967
Tom Scheffler,October 27 1954
Dave Schellhase,October 14 1944
Luke Schenscher,December 31 1982
Herb Scherer,December 21 1928
Dwayne Schintzius,October 14 1968
Dale Schlueter,November 12 1945
Otto Schnellbacher,April 15 1923
Dick Schnittker,May 27 1928
Russ Schoene,April 16 1960
Admiral Schofield,March 30 1997
Dave Scholz,April 12 1948
Milt Schoon,February 25 1922
Detlef Schrempf,January 21 1963
Dennis Schröder,September 15 1993
Howie Schultz,July 3 1922
Dick Schulz,January 3 1917
Roger Schurig,April 3 1942
John Schweitz,April 19 1960
Luis Scola,April 30 1980
Fred Scolari,March 1 1922
Alvin Scott,September 14 1955
Brent Scott,June 15 1971
Byron Scott,March 28 1961
Charlie Scott*,December 15 1948
Dennis Scott,September 5 1968
James Scott,June 6 1972
Mike Scott,July 16 1988
Ray Scott,July 12 1938
Shawnelle Scott,June 16 1972
Tre Scott,November 25 1996
Willie Scott,May 22 1947
Paul Scranton,April 30 1944
Jay Scrubb,September 1 2000
Carey Scurry,December 4 1962
Bruce Seals,June 18 1953
Shea Seals,August 26 1975
Malik Sealy,February 1 1970
Ed Searcy,April 17 1952
Kenny Sears,August 17 1933
Wayne See,November 3 1923
Thabo Sefolosha,May 2 1984
Rony Seikaly,May 10 1965
Glen Selbo,March 29 1926
Josh Selby,March 27 1991
Wayne Selden,September 30 1994
Brad Sellers,December 17 1962
Phil Sellers,November 20 1953
Rollie Seltz,January 25 1924
Lester Selvage,March 7 1943
Frank Selvy,November 9 1932
Jim Seminoff,September 1 1922
Mouhamed Sene,May 12 1986
George Senesky,April 4 1922
Alperen ?engün,July 25 2002
Kevin Séraphin,December 7 1989
Ansu Sesay,July 29 1976
Ramon Sessions,April 11 1986
Ha Seung-Jin,August 4 1985
Tom Sewell,March 11 1962
Collin Sexton,January 4 1999
Paul Seymour,January 30 1928
Nick Shaback,September 10 1918
Lynn Shackelford,August 27 1947
Charles Shackleford,April 22 1966
Carl Shaeffer,October 25 1924
Lee Shaffer,February 23 1939
Mustafa Shakur,August 18 1984
Landry Shamet,March 13 1997
God Shammgod,April 29 1976
Earl Shannon,November 23 1921
Howie Shannon,June 10 1923
Chuck Share,March 14 1927
Bill Sharman*,May 25 1926
Day'Ron Sharpe,November 6 2001
Walter Sharpe,July 18 1986
John Shasky,July 31 1964
Ron Shavlik,December 4 1933
Brian Shaw,March 22 1966
Casey Shaw,July 20 1975
Marial Shayok,July 26 1995
Bob Shea,September 11 1924
Fred Sheffield,November 5 1923
Craig Shelton,May 1 1957
Lonnie Shelton,October 19 1955
Tornike Shengelia,October 5 1991
Billy Shepherd,November 18 1949
Jeff Sheppard,September 29 1974
Steve Sheppard,March 21 1954
Ed Sherod,September 13 1959
Charley Shipp,December 3 1913
Paul Shirley,December 23 1977
Gene Short,August 7 1953
Purvis Short,July 2 1957
Dexter Shouse,March 24 1963
Dick Shrider,February 7 1923
Gene Shue,December 18 1931
John Shumate,April 6 1952
Iman Shumpert,June 26 1990
Alexey Shved,December 16 1988
Pascal Siakam,April 2 1994
Jordan Sibert,August 1 1992
Sam Sibert,February 11 1949
Mark Sibley,November 13 1950
Jerry Sichting,November 29 1956
Donald Sidle,June 21 1946
Larry Siegfried,May 22 1939
Ralph Siewert,December 31 1923
Jack Sikma*,November 14 1955
James Silas,February 11 1949
Paul Silas,July 12 1943
Xavier Silas,January 22 1988
Garret Siler,October 25 1986
Mike Silliman,May 5 1944
Chris Silva,September 19 1996
Wayne Simien,March 9 1983
Ben Simmons,July 20 1996
Bobby Simmons,June 2 1980
Cedric Simmons,January 3 1986
Connie Simmons,March 15 1925
Grant Simmons,March 7 1943
Johnny Simmons,July 7 1924
Jonathon Simmons,September 14 1989
Kobi Simmons,July 4 1997
Lionel Simmons,November 14 1968
Miles Simon,November 21 1975
Walter Simon,December 1 1939
Marko Simonovic,October 15 1999
Anfernee Simons,June 8 1999
Dickey Simpkins,April 6 1972
Ralph Simpson,August 10 1949
Zavier Simpson,February 11 1997
Alvin Sims,October 18 1974
Bob Sims,October 9 1938
Courtney Sims,October 21 1983
Doug Sims,June 29 1943
Henry Sims,March 27 1990
Jericho Sims,October 20 1998
Scott Sims,April 18 1955
Kyle Singler,May 4 1988
Sean Singletary,September 6 1985
Chris Singleton,November 21 1989
James Singleton,July 20 1981
McKinley Singleton,October 29 1961
Zeke Sinicola,January 25 1929
Deividas Sirvydis,June 10 2000
Charlie Sitton,July 3 1962
Peyton Siva,October 24 1990
Scott Skiles,March 5 1964
Al Skinner,June 16 1952
Brian Skinner,May 19 1976
Tal Skinner,September 10 1952
Whitey Skoog,November 2 1926
Jeff Slade,March 1 1941
Reggie Slater,August 27 1970
Jim Slaughter,May 13 1928
Jose Slaughter,September 9 1960
Tamar Slay,April 2 1980
Donald Sloan,January 15 1988
Jerry Sloan*,March 28 1942
Uroš Slokar,May 14 1983
Tom Sluby,February 18 1962
Alen Smailagi?,August 18 2000
Javonte Smart,June 3 1999
Keith Smart,September 21 1964
Marcus Smart,March 6 1994
Belus Smawley,March 20 1918
Jack Smiley,December 22 1922
Adrian Smith,October 5 1936
Al Smith,January 15 1947
Bill Smith,April 26 1939
Bingo Smith,February 26 1946
Bobby Smith,August 20 1937
Charles Smith,July 16 1965
Charles Smith,November 29 1967
Charles Smith,August 22 1975
Chris Smith,May 17 1970
Chris Smith,October 13 1987
Clinton Smith,January 19 1964
Craig Smith,November 10 1983
Deb Smith,January 7 1920
Dennis Smith Jr.,November 25 1997
Derek Smith,November 1 1961
Don Smith,July 27 1920
Don Smith,October 10 1951
Donta Smith,November 27 1983
Doug Smith,September 17 1969
Ed Smith,July 5 1929
Elmore Smith,May 9 1949
Garfield Smith,November 18 1945
Greg Smith,January 28 1947
Greg Smith,January 8 1991
Ish Smith,July 5 1988
J.R. Smith,September 9 1985
Jabari Smith,February 12 1977
Jalen Smith,March 16 2000
Jason Smith,March 2 1986
Jerry Smith,September 26 1987
Jim Smith,April 12 1958
Joe Smith,July 26 1975
John Smith,May 24 1944
Josh Smith,December 5 1985
Keith Smith,March 9 1964
Ken Smith,July 12 1953
Kenny Smith,March 8 1965
LaBradford Smith,April 3 1969
Larry Smith,January 18 1958
Leon Smith,November 2 1980
Michael Smith,May 19 1965
Michael Smith,March 28 1972
Mike Smith,April 15 1976
Nolan Smith,July 25 1988
Otis Smith,January 30 1964
Phil Smith,April 22 1952
Randy Smith,December 12 1948
Reggie Smith,August 21 1970
Robert Smith,March 10 1955
Russ Smith,April 19 1991
Sam Smith,January 27 1944
Sam Smith,January 8 1955
Steve Smith,March 31 1969
Steven Smith,April 12 1983
Stevin Smith,January 24 1972
Theron Smith,October 3 1980
Tony Smith,June 14 1968
William Smith,February 14 1949
Willie Smith,October 26 1953
Zhaire Smith,June 4 1999
Rik Smits,August 23 1966
Mike Smrek,August 31 1962
Joe Smyth,May 22 1929
Xavier Sneed,December 21 1997
Tony Snell,November 10 1991
Eric Snow,April 24 1973
Dick Snyder,February 1 1944
Kirk Snyder,June 5 1983
Chips Sobek,February 10 1920
Ricky Sobers,January 15 1953
Ron Sobie,September 21 1934
Mike Sojourner,October 16 1953
Willie Sojourner,September 10 1948
Will Solomon,July 20 1978
Willie Somerset,March 17 1942
Darius Songaila,February 14 1978
Dave Sorenson,July 8 1948
James Southerland,April 28 1990
Gino Sovran,December 17 1924
Pape Sow,November 22 1981
Ken Spain,October 6 1946
Ray Spalding,March 11 1997
Jim Spanarkel,June 28 1957
Vassilis Spanoulis,August 7 1982
Daniel Sparks,April 17 1945
Guy Sparrow,November 2 1932
Rory Sparrow,June 12 1958
Odie Spears,June 17 1924
Art Spector,October 17 1920
Marreese Speights,August 4 1987
Omari Spellman,July 21 1997
Andre Spencer,July 20 1964
Elmore Spencer,December 6 1969
Felton Spencer,January 15 1968
Lou Spicer,November 12 1922
Craig Spitzer,December 18 1945
Tiago Splitter,January 1 1985
Art Spoelstra,September 11 1932
Bruce Spraggins,August 31 1939
Latrell Sprewell,September 8 1970
Larry Spriggs,September 8 1959
Jaden Springer,September 25 2002
Jim Springer,June 17 1926
Jim Spruill,February 26 1923
Ryan Stack,July 24 1975
Jerry Stackhouse,November 5 1974
Kevin Stacom,September 4 1951
Erv Staggs,September 1 1948
Bud Stallworth,January 18 1950
Dave Stallworth,December 20 1941
Ed Stanczak,August 15 1921
Cassius Stanley,August 18 1999
Terence Stansbury,February 27 1961
John Starks,August 10 1965
Keith Starr,March 14 1954
Nik Stauskas,October 7 1993
Larry Staverman,October 11 1936
Larry Steele,May 5 1949
Matt Steigenga,March 27 1970
Vladimir Stepania,May 8 1976
D.J. Stephens,December 19 1990
Everette Stephens,October 21 1966
Jack Stephens,May 18 1933
Joe Stephens,January 28 1973
Lance Stephenson,September 5 1990
Alex Stepheson,August 7 1987
Brook Steppe,November 7 1959
Barry Stevens,January 17 1963
Lamar Stevens,July 9 1997
Wayne Stevens,June 19 1936
DeShawn Stevenson,April 3 1981
Dennis Stewart,April 11 1947
Isaiah Stewart,May 22 2001
Kebu Stewart,December 19 1973
Larry Stewart,September 21 1968
Michael Stewart,April 25 1975
Norm Stewart,January 20 1935
Greg Stiemsma,September 26 1985
Steve Stipanovich,November 17 1960
Bryant Stith,December 10 1970
Sam Stith,July 22 1937
Tom Stith,January 21 1939
Alex Stivrins,November 29 1962
David Stockton,June 24 1991
John Stockton*,March 26 1962
Peja Stojakovi?,June 9 1977
Ed Stokes,September 3 1971
Greg Stokes,August 5 1963
Jarnell Stokes,January 7 1994
Maurice Stokes*,June 17 1933
Art Stolkey,October 23 1920
Diamond Stone,February 10 1997
George Stone,February 9 1946
Julyan Stone,December 7 1988
Awvee Storey,April 18 1977
Damon Stoudamire,September 3 1973
Salim Stoudamire,October 11 1982
Amar'e Stoudemire,November 16 1982
Paul Stovall,August 16 1948
D.J. Strawberry,June 15 1985
Joe Strawder,September 21 1940
Bill Stricker,January 22 1948
Erick Strickland,November 25 1973
Mark Strickland,July 14 1970
Rod Strickland,July 11 1966
Roger Strickland,September 4 1940
John Stroeder,July 24 1958
Derek Strong,February 9 1968
Lamont Strothers,May 10 1968
John Stroud,October 29 1957
Red Stroud,May 2 1941
Max Strus,March 28 1996
Rodney Stuckey,April 21 1986
Gene Stump,November 13 1923
Stan Stutz,April 14 1920
Jalen Suggs,June 3 2001
Gary Suiter,January 18 1945
Jared Sullinger,March 4 1992
DaJuan Summers,January 24 1988
Edmond Sumner,December 31 1995
Barry Sumpter,November 11 1965
Don Sunderlage,December 20 1929
Bruno Šundov,February 10 1980
Jon Sundvold,July 2 1961
Bob Sura,March 25 1973
Dick Surhoff,November 16 1929
George Sutor,September 14 1943
Dane Suttle,August 9 1961
Greg Sutton,December 3 1967
Keith Swagerty,October 30 1945
Bennie Swain,December 16 1933
Caleb Swanigan,April 18 1997
Norm Swanson,October 4 1930
Dan Swartz,December 23 1934
Mike Sweetney,October 25 1982
Robert Swift,December 3 1985
Skeeter Swift,June 19 1946
Stromile Swift,November 21 1979
Aaron Swinson,January 9 1971
Craig Sword,January 16 1994
Pape Sy,April 5 1988
Buck Sydnor,September 19 1921
Keifer Sykes,December 30 1993
Larry Sykes,April 11 1973
Brett Szabo,February 1 1968
Wally Szczerbiak,March 5 1977
Walt Szczerbiak,August 21 1949
Žan Tabak,June 15 1970
Yuta Tabuse,October 5 1980
Chris Taft,March 10 1985
Sid Tanenbaum,October 8 1925
Dragan Tarla?,May 9 1973
Roy Tarpley,November 28 1964
Levern Tart,June 1 1942
Jae'Sean Tate,October 28 1995
Earl Tatum,July 26 1953
Jayson Tatum,March 3 1998
Edy Tavares,March 22 1992
Anthony Taylor,November 30 1965
Brian Taylor,June 9 1951
Donell Taylor,July 26 1982
Fatty Taylor,March 13 1946
Fred Taylor,February 5 1948
Isaiah Taylor,July 11 1994
Jay Taylor,October 3 1967
Jeff Taylor,January 1 1960
Jeff Taylor,May 23 1989
Jermaine Taylor,December 8 1986
Johnny Taylor,June 4 1974
Leonard Taylor,May 2 1966
Maurice Taylor,October 30 1976
Mike Taylor,January 21 1986
Oliver Taylor,March 7 1947
Ronald Taylor,November 21 1947
Terry Taylor,September 23 1999
Tyshawn Taylor,April 12 1990
Vince Taylor,September 11 1960
Terry Teagle,April 10 1960
Jeff Teague,June 10 1988
Marquis Teague,February 28 1993
Mirza Teletovi?,September 18 1985
Sebastian Telfair,June 9 1985
Collis Temple,November 8 1952
Garrett Temple,May 8 1986
Miloš Teodosi?,March 19 1987
Ira Terrell,June 19 1954
Jared Terrell,February 10 1995
Carlos Terry,June 22 1956
Chuck Terry,September 27 1950
Claude Terry,January 12 1950
Emanuel Terry,August 21 1996
Jason Terry,September 15 1977
Tyrell Terry,September 28 2000
Jon Teske,May 4 1997
Hasheem Thabeet,February 16 1987
Tom Thacker,November 2 1939
Floyd Theard,September 5 1944
Daniel Theis,April 4 1992
Reggie Theus,October 13 1957
Peter Thibeaux,October 3 1961
Bill Thieben,March 28 1935
Justus Thigpen,August 13 1947
David Thirdkill,April 12 1960
Adonis Thomas,March 25 1993
Billy Thomas,December 23 1975
Brodric Thomas,January 28 1997
Cam Thomas,October 13 2001
Carl Thomas,October 3 1969
Charles Thomas,October 3 1969
Etan Thomas,April 1 1978
Irving Thomas,January 2 1966
Isaiah Thomas,February 7 1989
Isiah Thomas*,April 30 1961
Jamel Thomas,March 25 1973
James Thomas,November 22 1980
Jim Thomas,October 19 1960
Joe Thomas,March 9 1948
John Thomas,September 8 1975
Kenny Thomas,July 25 1977
Khyri Thomas,May 8 1996
Kurt Thomas,October 4 1972
Lance Thomas,April 24 1988
Malcolm Thomas,November 8 1988
Matt Thomas,August 4 1994
Ronald Thomas,November 19 1950
Terry Thomas,August 20 1953
Tim Thomas,February 26 1977
Tyrus Thomas,August 17 1986
Trey Thompkins,May 20 1990
Bernard Thompson,August 30 1962
Billy Thompson,December 1 1963
Brooks Thompson,July 19 1970
Corny Thompson,February 5 1960
David Thompson*,July 13 1954
Dijon Thompson,February 23 1983
George Thompson,November 29 1947
Hollis Thompson,April 3 1991
Jack Thompson,March 26 1946
Jason Thompson,July 21 1986
John Thompson*,September 2 1941
Kevin Thompson,February 7 1971
Klay Thompson,February 8 1990
LaSalle Thompson,June 23 1961
Mychal Thompson,January 30 1955
Mychel Thompson,June 1 1988
Paul Thompson,May 25 1961
Stephen Thompson,December 2 1968
Tristan Thompson,March 13 1991
JT Thor,August 26 2002
Skip Thoren,April 5 1943
Rod Thorn*,May 23 1941
Al Thornton,December 7 1983
Bob Thornton,July 10 1962
Dallas Thornton,September 1 1946
Marcus Thornton,June 5 1987
Sindarius Thornwell,November 15 1994
Otis Thorpe,August 5 1962
Sedale Threatt,September 10 1961
Nate Thurmond*,July 25 1941
Mel Thurston,January 16 1919
Matisse Thybulle,March 4 1997
Hal Tidrick,April 4 1915
Dan Tieman,November 30 1940
Killian Tillie,March 5 1998
Darren Tillis,February 23 1960
Xavier Tillman Sr.,January 12 1999
Jack Tingle,December 30 1924
George Tinsley,September 19 1946
Jamaal Tinsley,February 28 1978
Wayman Tisdale,June 9 1964
Mike Tobey,October 10 1994
Isaiah Todd,October 17 2001
Mike Todorovich,June 11 1923
Ray Tolbert,September 10 1958
Tom Tolbert,October 16 1965
Anthony Tolliver,June 1 1985
Dean Tolson,November 25 1951
Rudy Tomjanovich*,November 24 1948
Andrew Toney,November 23 1957
Sedric Toney,April 13 1962
Andy Tonkovich,November 1 1922
Andy Toolson,January 19 1966
Jack Toomay,August 9 1922
Bernard Toone,July 14 1956
Obi Toppin,March 4 1998
Irv Torgoff,March 6 1917
Gene Tormohlen,May 12 1937
Óscar Torres,December 18 1976
Juan Toscano-Anderson,April 10 1993
Bill Tosheff,June 2 1926
Bob Tough,August 28 1920
Axel Toupane,July 23 1992
Monte Towe,September 27 1953
Keith Tower,May 15 1970
Blackie Towery,June 20 1920
Linton Townes,November 30 1959
Karl-Anthony Towns,November 15 1995
Raymond Townsend,December 20 1955
George Trapp,July 11 1948
John Trapp,October 2 1945
Robert Traylor,February 1 1977
Gary Trent,September 22 1974
Gary Trent Jr.,January 18 1999
Jeff Trepagnier,July 11 1979
John Tresvant,November 6 1939
Allonzo Trier,January 17 1996
Dick Triptow,November 3 1922
Kelly Tripucka,February 16 1959
Ansley Truitt,August 24 1950
Cezary Tryba?ski,September 22 1979
Jake Tsakalidis,June 10 1979
John Tschogl,April 25 1950
Lou Tsioropoulos,August 31 1930
Nikoloz Tskitishvili,April 14 1983
Al Tucker,February 24 1943
Alando Tucker,February 11 1984
Anthony Tucker,April 4 1969
Jim Tucker,December 11 1932
P.J. Tucker,May 5 1985
Rayjon Tucker,September 24 1997
Trent Tucker,December 20 1959
Ronny Turiaf,January 13 1983
Mirsad Türkcan,June 7 1976
Hedo Türko?lu,March 19 1979
Andre Turner,December 13 1964
Bill Turner,February 18 1944
Elston Turner,June 10 1959
Evan Turner,October 27 1988
Henry Turner,August 18 1966
Herschell Turner,March 29 1938
Jack Turner,June 29 1930
Jack Turner,June 5 1939
Jeff Turner,April 9 1962
John Turner,November 30 1967
Myles Turner,March 24 1996
Wayne Turner,March 22 1976
Melvin Turpin,December 28 1960
Dave Twardzik,September 20 1950
Jack Twyman*,May 11 1934
B.J. Tyler,April 30 1971
Jeremy Tyler,June 21 1991
Terry Tyler,October 30 1956
Charlie Tyra,August 16 1935
Edwin Ubiles,November 26 1986
Ekpe Udoh,May 20 1987
Ime Udoka,August 9 1977
Beno Udrih,July 5 1982
Roko Uki?,May 12 1984
Tyler Ulis,January 5 1996
Wes Unseld*,March 14 1946
Hal Uplinger,September 30 1929
Kelvin Upshaw,January 24 1963
Jarrod Uthoff,May 19 1993
Ben Uzoh,March 19 1988
Stephen Vacendak,August 15 1944
Jonas Valan?i?nas,May 6 1992
Darnell Valentine,February 3 1959
Denzel Valentine,November 16 1993
Ronnie Valentine,November 27 1957
John Vallely,October 3 1948
Dick Van Arsdale,February 22 1943
Tom Van Arsdale,February 22 1943
Nick Van Exel,November 27 1971
Keith Van Horn,October 23 1975
Norm Van Lier,April 1 1947
Dennis Van Zant,June 1 1952
Fred VanVleet,February 25 1994
Gene Vance,February 25 1923
Logan Vander Velden,April 3 1971
Jarred Vanderbilt,April 3 1999
Ernie Vandeweghe,September 12 1928
Kiki Vandeweghe,August 1 1958
Nick Vanos,April 13 1963
David Vanterpool,March 31 1973
Ratko Varda,May 6 1979
Anderson Varejão,September 28 1982
Jarvis Varnado,March 1 1988
Greivis Vásquez,January 16 1987
Devin Vassell,August 23 2000
Chico Vaughn,February 19 1940
David Vaughn,June 4 1952
David Vaughn,March 23 1973
Jacque Vaughn,February 11 1975
Rashad Vaughn,August 16 1996
Virgil Vaughn,May 15 1918
Loy Vaught,February 27 1968
Bob Verga,September 7 1945
Pete Verhoeven,February 15 1959
Jan Veselý,April 24 1990
Gundars V?tra,May 22 1967
João Vianna,November 15 1966
Charlie Villanueva,August 24 1984
Gabe Vincent,June 14 1996
Jay Vincent,June 10 1959
Sam Vincent,May 18 1963
Marcus Vinicius,May 31 1984
Fred Vinson,January 28 1971
Claude Virden,November 25 1947
Gary Voce,November 24 1965
Floyd Volker,June 21 1921
Alexander Volkov,March 28 1964
Whitey Von Nieda,June 19 1922
Noah Vonleh,August 24 1995
Jake Voskuhl,November 1 1977
Danny Vranes,October 29 1958
Slavko Vraneš,January 30 1983
Stojko Vrankovi?,January 22 1964
Brett Vroman,December 25 1955
Jackson Vroman,June 6 1981
Nikola Vu?evi?,October 24 1990
Sasha Vuja?i?,March 8 1984
Butch van Breda Kolff,October 28 1922
Jan van Breda Kolff,December 16 1951
Dean Wade,November 20 1996
Dwyane Wade,January 17 1982
